corrida_id,piloto_id,circuito_id,construtor_id,numero,grid,posicao_ordem,pontos
18,1,1,1,22.0,1,1,10.0
18,2,1,2,3.0,5,2,8.0
18,3,1,3,7.0,7,3,6.0
18,4,1,4,5.0,11,4,5.0
18,5,1,1,23.0,3,5,4.0
18,6,1,3,8.0,13,6,3.0
18,7,1,5,14.0,17,7,2.0
18,8,1,6,1.0,15,8,1.0
18,9,1,2,4.0,2,9,0.0
18,10,1,7,12.0,18,10,0.0
18,11,1,8,18.0,19,11,0.0
18,12,1,4,6.0,20,12,0.0
18,13,1,6,2.0,4,13,0.0
18,14,1,9,9.0,8,14,0.0
18,15,1,7,11.0,6,15,0.0
18,16,1,10,20.0,22,16,0.0
18,17,1,9,10.0,14,17,0.0
18,18,1,11,16.0,12,18,0.0
18,19,1,8,19.0,21,19,0.0
18,20,1,5,15.0,9,20,0.0
18,21,1,10,21.0,16,21,0.0
18,22,1,11,17.0,10,22,0.0
19,8,2,6,1.0,2,1,10.0
19,9,2,2,4.0,4,2,8.0
19,5,2,1,23.0,8,3,6.0
19,15,2,7,11.0,3,4,5.0
19,1,2,1,22.0,9,5,4.0
19,2,2,2,3.0,5,6,3.0
19,17,2,9,10.0,6,7,2.0
19,4,2,4,5.0,7,8,1.0
19,14,2,9,9.0,12,9,0.0
19,18,2,11,16.0,11,10,0.0
19,12,2,4,6.0,13,11,0.0
19,21,2,10,21.0,17,12,0.0
19,22,2,11,17.0,14,13,0.0
19,3,2,3,7.0,16,14,0.0
19,19,2,8,19.0,21,15,0.0
19,11,2,8,18.0,19,16,0.0
19,6,2,3,8.0,22,17,0.0
19,20,2,5,15.0,15,18,0.0
19,13,2,6,2.0,1,19,0.0
19,16,2,10,20.0,20,20,0.0
19,10,2,7,12.0,10,21,0.0
19,7,2,5,14.0,18,22,0.0
20,13,3,6,2.0,2,1,10.0
20,8,3,6,1.0,4,2,8.0
20,9,3,2,4.0,1,3,6.0
20,2,3,2,3.0,6,4,5.0
20,5,3,1,23.0,5,5,4.0
20,15,3,7,11.0,7,6,3.0
20,17,3,9,10.0,11,7,2.0
20,3,3,3,7.0,8,8,1.0
20,10,3,7,12.0,13,9,0.0
20,4,3,4,5.0,10,10,0.0
20,22,3,11,17.0,12,11,0.0
20,21,3,10,21.0,18,12,0.0
20,1,3,1,22.0,3,13,0.0
20,6,3,3,8.0,16,14,0.0
20,7,3,5,14.0,15,15,0.0
20,19,3,8,19.0,21,16,0.0
20,11,3,8,18.0,22,17,0.0
20,14,3,9,9.0,17,18,0.0
20,16,3,10,20.0,20,19,0.0
20,12,3,4,6.0,14,20,0.0
20,18,3,11,16.0,9,21,0.0
20,20,3,5,15.0,19,22,0.0
21,8,4,6,1.0,1,1,10.0
21,13,4,6,2.0,3,2,8.0
21,1,4,1,22.0,5,3,6.0
21,9,4,2,4.0,4,4,5.0
21,17,4,9,10.0,7,5,4.0
21,18,4,11,16.0,13,6,3.0
21,6,4,3,8.0,12,7,2.0
21,15,4,7,11.0,8,8,1.0
21,2,4,2,3.0,9,9,0.0
21,21,4,10,21.0,19,10,0.0
21,10,4,7,12.0,14,11,0.0
21,14,4,9,9.0,17,12,0.0
21,11,4,8,18.0,22,13,0.0
21,3,4,3,7.0,15,14,0.0
21,4,4,4,5.0,2,15,0.0
21,22,4,11,17.0,11,16,0.0
21,5,4,1,23.0,6,17,0.0
21,19,4,8,19.0,21,18,0.0
21,7,4,5,14.0,16,19,0.0
21,12,4,4,6.0,10,20,0.0
21,16,4,10,20.0,20,21,0.0
21,20,4,5,15.0,18,22,0.0
22,13,5,6,2.0,1,1,10.0
22,1,5,1,22.0,3,2,8.0
22,8,5,6,1.0,4,3,6.0
22,9,5,2,4.0,5,4,5.0
22,2,5,2,3.0,9,5,4.0
22,4,5,4,5.0,7,6,3.0
22,17,5,9,10.0,6,7,2.0
22,3,5,3,7.0,11,8,1.0
22,14,5,9,9.0,10,9,0.0
22,15,5,7,11.0,8,10,0.0
22,18,5,11,16.0,13,11,0.0
22,5,5,1,23.0,2,12,0.0
22,10,5,7,12.0,15,13,0.0
22,22,5,11,17.0,12,14,0.0
22,12,5,4,6.0,17,15,0.0
22,16,5,10,20.0,19,16,0.0
22,20,5,5,15.0,14,17,0.0
22,7,5,5,14.0,18,18,0.0
22,6,5,3,8.0,16,19,0.0
22,21,5,10,21.0,20,20,0.0
23,1,6,1,22.0,3,1,10.0
23,9,6,2,4.0,5,2,8.0
23,13,6,6,2.0,1,3,6.0
23,17,6,9,10.0,9,4,5.0
23,20,6,5,15.0,19,5,4.0
23,22,6,11,17.0,14,6,3.0
23,6,6,3,8.0,13,7,2.0
23,5,6,1,23.0,4,8,1.0
23,8,6,6,1.0,2,9,0.0
23,4,6,4,5.0,7,10,0.0
23,18,6,11,16.0,11,11,0.0
23,10,6,7,12.0,10,12,0.0
23,15,6,7,11.0,8,13,0.0
23,2,6,2,3.0,12,14,0.0
23,16,6,10,20.0,18,15,0.0
23,3,6,3,7.0,6,16,0.0
23,12,6,4,6.0,17,17,0.0
23,21,6,10,21.0,20,18,0.0
23,14,6,9,9.0,15,19,0.0
23,7,6,5,14.0,16,20,0.0
24,9,7,2,4.0,2,1,10.0
24,2,7,2,3.0,8,2,8.0
24,14,7,9,9.0,13,3,6.0
24,10,7,7,12.0,11,4,5.0
24,13,7,6,2.0,6,5,4.0
24,15,7,7,11.0,14,6,3.0
24,22,7,11,17.0,9,7,2.0
24,20,7,5,15.0,19,8,1.0
24,5,7,1,23.0,7,9,0.0
24,3,7,3,7.0,5,10,0.0
24,18,7,11,16.0,20,11,0.0
24,17,7,9,10.0,10,12,0.0
24,7,7,5,14.0,18,13,0.0
24,21,7,10,21.0,17,14,0.0
24,6,7,3,8.0,12,15,0.0
24,4,7,4,5.0,4,16,0.0
24,12,7,4,6.0,15,17,0.0
24,8,7,6,1.0,3,18,0.0
24,1,7,1,22.0,1,19,0.0
24,16,7,10,20.0,16,20,0.0
25,13,8,6,2.0,2,1,10.0
25,8,8,6,1.0,1,2,8.0
25,15,8,7,11.0,4,3,6.0
25,5,8,1,23.0,10,4,5.0
25,9,8,2,4.0,5,5,4.0
25,17,8,9,10.0,6,6,3.0
25,12,8,4,6.0,9,7,2.0
25,4,8,4,5.0,3,8,1.0
25,14,8,9,9.0,7,9,0.0
25,1,8,1,22.0,13,10,0.0
25,10,8,7,12.0,8,11,0.0
25,20,8,5,15.0,12,12,0.0
25,2,8,2,3.0,11,13,0.0
25,22,8,11,17.0,20,14,0.0
25,6,8,3,8.0,15,15,0.0
25,3,8,3,7.0,19,16,0.0
25,7,8,5,14.0,14,17,0.0
25,21,8,10,21.0,17,18,0.0
25,16,8,10,20.0,18,19,0.0
25,18,8,11,16.0,16,20,0.0
26,1,9,1,22.0,4,1,10.0
26,2,9,2,3.0,5,2,8.0
26,22,9,11,17.0,16,3,6.0
26,8,9,6,1.0,3,4,5.0
26,5,9,1,23.0,1,5,4.0
26,4,9,4,5.0,6,6,3.0
26,15,9,7,11.0,14,7,2.0
26,6,9,3,8.0,15,8,1.0
26,3,9,3,7.0,20,9,0.0
26,17,9,9,10.0,2,10,0.0
26,7,9,5,14.0,13,11,0.0
26,10,9,7,12.0,12,12,0.0
26,13,9,6,2.0,9,13,0.0
26,9,9,2,4.0,10,14,0.0
26,18,9,11,16.0,17,15,0.0
26,12,9,4,6.0,7,16,0.0
26,21,9,10,21.0,19,17,0.0
26,16,9,10,20.0,18,18,0.0
26,20,9,5,15.0,8,19,0.0
26,14,9,9,9.0,11,20,0.0
27,1,10,1,22.0,1,1,10.0
27,12,10,4,6.0,17,2,8.0
27,13,10,6,2.0,2,3,6.0
27,2,10,2,3.0,12,4,5.0
27,5,10,1,23.0,3,5,4.0
27,8,10,6,1.0,6,6,3.0
27,9,10,2,4.0,7,7,2.0
27,20,10,5,15.0,9,8,1.0
27,15,10,7,11.0,4,9,0.0
27,3,10,3,7.0,13,10,0.0
27,4,10,4,5.0,5,11,0.0
27,7,10,5,14.0,15,12,0.0
27,14,10,9,9.0,10,13,0.0
27,6,10,3,8.0,16,14,0.0
27,16,10,10,20.0,19,15,0.0
27,21,10,10,21.0,20,16,0.0
27,18,10,11,16.0,14,17,0.0
27,22,10,11,17.0,18,18,0.0
27,17,10,9,10.0,8,19,0.0
27,10,10,7,12.0,11,20,0.0
28,5,11,1,23.0,2,1,10.0
28,10,11,7,12.0,5,2,8.0
28,8,11,6,1.0,6,3,6.0
28,4,11,4,5.0,7,4,5.0
28,1,11,1,22.0,1,5,4.0
28,12,11,4,6.0,10,6,3.0
28,15,11,7,11.0,9,7,2.0
28,9,11,2,4.0,4,8,1.0
28,17,11,9,10.0,8,9,0.0
28,2,11,2,3.0,15,10,0.0
28,14,11,9,9.0,13,11,0.0
28,18,11,11,16.0,12,12,0.0
28,6,11,3,8.0,16,13,0.0
28,3,11,3,7.0,14,14,0.0
28,21,11,10,21.0,18,15,0.0
28,22,11,11,17.0,17,16,0.0
28,13,11,6,2.0,3,17,0.0
28,7,11,5,14.0,19,18,0.0
28,16,11,10,20.0,20,19,0.0
28,20,11,5,15.0,11,20,0.0
29,13,12,6,2.0,1,1,10.0
29,1,12,1,22.0,2,2,8.0
29,9,12,2,4.0,3,3,6.0
29,5,12,1,23.0,5,4,5.0
29,15,12,7,11.0,7,5,4.0
29,20,12,5,15.0,6,6,3.0
29,10,12,7,12.0,13,7,2.0
29,3,12,3,7.0,9,8,1.0
29,2,12,2,3.0,8,9,0.0
29,7,12,5,14.0,10,10,0.0
29,12,12,4,6.0,15,11,0.0
29,17,12,9,10.0,14,12,0.0
29,18,12,11,16.0,16,13,0.0
29,21,12,10,21.0,18,14,0.0
29,6,12,3,8.0,11,15,0.0
29,22,12,11,17.0,19,16,0.0
29,14,12,9,9.0,17,17,0.0
29,8,12,6,1.0,4,18,0.0
29,16,12,10,20.0,20,19,0.0
29,4,12,4,5.0,12,20,0.0
30,13,13,6,2.0,2,1,10.0
30,2,13,2,3.0,5,2,8.0
30,1,13,1,22.0,1,3,6.0
30,4,13,4,5.0,6,4,5.0
30,20,13,5,15.0,10,5,4.0
30,9,13,2,4.0,8,6,3.0
30,7,13,5,14.0,9,7,2.0
30,17,13,9,10.0,7,8,1.0
30,10,13,7,12.0,13,9,0.0
30,5,13,1,23.0,3,10,0.0
30,14,13,9,9.0,14,11,0.0
30,3,13,3,7.0,15,12,0.0
30,16,13,10,20.0,18,13,0.0
30,6,13,3,8.0,19,14,0.0
30,18,13,11,16.0,17,15,0.0
30,15,13,7,11.0,11,16,0.0
30,21,13,10,21.0,20,17,0.0
30,8,13,6,1.0,4,18,0.0
30,22,13,11,17.0,16,19,0.0
30,12,13,4,6.0,12,20,0.0
31,20,14,5,15.0,1,1,10.0
31,5,14,1,23.0,2,2,8.0
31,9,14,2,4.0,11,3,6.0
31,4,14,4,5.0,8,4,5.0
31,2,14,2,3.0,10,5,4.0
31,13,14,6,2.0,6,6,3.0
31,1,14,1,22.0,15,7,2.0
31,17,14,9,10.0,3,8,1.0
31,8,14,6,1.0,14,9,0.0
31,12,14,4,6.0,17,10,0.0
31,10,14,7,12.0,9,11,0.0
31,6,14,3,8.0,18,12,0.0
31,15,14,7,11.0,7,13,0.0
31,3,14,3,7.0,5,14,0.0
31,18,14,11,16.0,19,15,0.0
31,14,14,9,9.0,13,16,0.0
31,22,14,11,17.0,16,17,0.0
31,7,14,5,14.0,4,18,0.0
31,16,14,10,20.0,20,19,0.0
31,21,14,10,21.0,12,20,0.0
32,4,15,4,5.0,15,1,10.0
32,3,15,3,7.0,8,2,8.0
32,1,15,1,22.0,2,3,6.0
32,10,15,7,12.0,7,4,5.0
32,20,15,5,15.0,6,5,4.0
32,2,15,2,3.0,9,6,3.0
32,14,15,9,9.0,14,7,2.0
32,6,15,3,8.0,10,8,1.0
32,18,15,11,16.0,12,9,0.0
32,5,15,1,23.0,5,10,0.0
32,9,15,2,4.0,4,11,0.0
32,7,15,5,14.0,17,12,0.0
32,13,15,6,2.0,1,13,0.0
32,21,15,10,21.0,20,14,0.0
32,8,15,6,1.0,3,15,0.0
32,15,15,7,11.0,11,16,0.0
32,16,15,10,20.0,19,17,0.0
32,17,15,9,10.0,13,18,0.0
32,22,15,11,17.0,18,19,0.0
32,12,15,4,6.0,16,20,0.0
33,4,16,4,5.0,4,1,10.0
33,9,16,2,4.0,6,2,8.0
33,8,16,6,1.0,2,3,6.0
33,12,16,4,6.0,12,4,5.0
33,15,16,7,11.0,7,5,4.0
33,20,16,5,15.0,9,6,3.0
33,13,16,6,2.0,5,7,2.0
33,17,16,9,10.0,13,8,1.0
33,2,16,2,3.0,16,9,0.0
33,7,16,5,14.0,10,10,0.0
33,3,16,3,7.0,15,11,0.0
33,1,16,1,22.0,1,12,0.0
33,22,16,11,17.0,17,13,0.0
33,18,16,11,16.0,18,14,0.0
33,6,16,3,8.0,14,15,0.0
33,21,16,10,21.0,20,16,0.0
33,5,16,1,23.0,3,17,0.0
33,16,16,10,20.0,19,18,0.0
33,10,16,7,12.0,8,19,0.0
33,14,16,9,9.0,11,20,0.0
34,1,17,1,22.0,1,1,10.0
34,13,17,6,2.0,3,2,8.0
34,8,17,6,1.0,2,3,6.0
34,4,17,4,5.0,4,4,5.0
34,2,17,2,3.0,9,5,4.0
34,9,17,2,4.0,11,6,3.0
34,10,17,7,12.0,12,7,2.0
34,12,17,4,6.0,10,8,1.0
34,20,17,5,15.0,6,9,0.0
34,14,17,9,9.0,15,10,0.0
34,22,17,11,17.0,13,11,0.0
34,6,17,3,8.0,17,12,0.0
34,7,17,5,14.0,8,13,0.0
34,17,17,9,10.0,16,14,0.0
34,3,17,3,7.0,14,15,0.0
34,18,17,11,16.0,18,16,0.0
34,21,17,10,21.0,20,17,0.0
34,5,17,1,23.0,5,18,0.0
34,16,17,10,20.0,19,19,0.0
34,15,17,7,11.0,7,20,0.0
35,13,18,6,2.0,1,1,10.0
35,4,18,4,5.0,6,2,8.0
35,8,18,6,1.0,3,3,6.0
35,20,18,5,15.0,7,4,5.0
35,1,18,1,22.0,4,5,4.0
35,10,18,7,12.0,10,6,3.0
35,5,18,1,23.0,5,7,2.0
35,15,18,7,11.0,2,8,1.0
35,17,18,9,10.0,12,9,0.0
35,2,18,2,3.0,8,10,0.0
35,9,18,2,4.0,13,11,0.0
35,3,18,3,7.0,18,12,0.0
35,18,18,11,16.0,17,13,0.0
35,7,18,5,14.0,9,14,0.0
35,22,18,11,17.0,15,15,0.0
35,16,18,10,20.0,20,16,0.0
35,6,18,3,8.0,16,17,0.0
35,21,18,10,21.0,19,18,0.0
35,12,18,4,6.0,11,19,0.0
35,14,18,9,9.0,14,20,0.0
36,8,1,6,6.0,1,1,10.0
36,4,1,1,1.0,2,2,8.0
36,1,1,1,2.0,4,3,6.0
36,2,1,2,9.0,3,4,5.0
36,21,1,4,3.0,6,5,4.0
36,13,1,6,5.0,22,6,3.0
36,3,1,3,16.0,12,7,2.0
36,23,1,7,11.0,9,8,1.0
36,15,1,7,12.0,8,9,0.0
36,5,1,4,4.0,13,10,0.0
36,22,1,11,8.0,16,11,0.0
36,11,1,8,22.0,10,12,0.0
36,17,1,9,15.0,7,13,0.0
36,24,1,5,18.0,19,14,0.0
36,18,1,11,7.0,14,15,0.0
36,19,1,8,23.0,11,16,0.0
36,16,1,12,20.0,20,17,0.0
36,25,1,3,17.0,15,18,0.0
36,14,1,9,14.0,18,19,0.0
36,9,1,2,10.0,5,20,0.0
36,26,1,5,19.0,17,21,0.0
36,27,1,12,21.0,21,22,0.0
37,4,2,1,1.0,2,1,10.0
37,1,2,1,2.0,4,2,8.0
37,8,2,6,6.0,3,3,6.0
37,2,2,2,9.0,5,4,5.0
37,13,2,6,5.0,1,5,4.0
37,21,2,4,3.0,12,6,3.0
37,15,2,7,12.0,8,7,2.0
37,5,2,4,4.0,11,8,1.0
37,25,2,3,17.0,19,9,0.0
37,17,2,9,15.0,10,10,0.0
37,22,2,11,8.0,22,11,0.0
37,18,2,11,7.0,15,12,0.0
37,11,2,8,22.0,14,13,0.0
37,26,2,5,19.0,17,14,0.0
37,23,2,7,11.0,9,15,0.0
37,19,2,8,23.0,18,16,0.0
37,24,2,5,18.0,16,17,0.0
37,9,2,2,10.0,7,18,0.0
37,3,2,3,16.0,6,19,0.0
37,14,2,9,14.0,13,20,0.0
37,27,2,12,21.0,20,21,0.0
37,16,2,12,20.0,21,22,0.0
38,13,3,6,5.0,1,1,10.0
38,1,3,1,2.0,2,2,8.0
38,8,3,6,6.0,3,3,6.0
38,2,3,2,9.0,5,4,5.0
38,4,3,1,1.0,4,5,4.0
38,9,3,2,10.0,6,6,3.0
38,15,3,7,12.0,9,7,2.0
38,21,3,4,3.0,7,8,1.0
38,5,3,4,4.0,12,9,0.0
38,3,3,3,16.0,10,10,0.0
38,25,3,3,17.0,11,11,0.0
38,23,3,7,11.0,14,12,0.0
38,22,3,11,8.0,15,13,0.0
38,27,3,12,21.0,22,14,0.0
38,16,3,12,20.0,20,15,0.0
38,19,3,8,23.0,13,16,0.0
38,17,3,9,15.0,8,17,0.0
38,14,3,9,14.0,21,18,0.0
38,11,3,8,22.0,17,19,0.0
38,24,3,5,18.0,18,20,0.0
38,18,3,11,7.0,16,21,0.0
38,26,3,5,19.0,19,22,0.0
39,13,4,6,5.0,1,1,10.0
39,1,4,1,2.0,4,2,8.0
39,4,4,1,1.0,2,3,6.0
39,9,4,2,10.0,5,4,5.0
39,14,4,9,14.0,9,5,4.0
39,3,4,3,16.0,11,6,3.0
39,5,4,4,4.0,8,7,2.0
39,11,4,8,22.0,13,8,1.0
39,21,4,4,3.0,10,9,0.0
39,22,4,11,8.0,12,10,0.0
39,19,4,8,23.0,15,11,0.0
39,18,4,11,7.0,14,12,0.0
39,16,4,12,20.0,20,13,0.0
39,27,4,12,21.0,21,14,0.0
39,2,4,2,9.0,7,15,0.0
39,23,4,7,11.0,17,16,0.0
39,24,4,5,18.0,16,17,0.0
39,26,4,5,19.0,22,18,0.0
39,8,4,6,6.0,3,19,0.0
39,15,4,7,12.0,6,20,0.0
39,17,4,9,15.0,19,21,0.0
39,25,4,3,17.0,18,22,0.0
40,4,6,1,1.0,1,1,10.0
40,1,6,1,2.0,2,2,8.0
40,13,6,6,5.0,3,3,6.0
40,21,6,4,3.0,4,4,5.0
40,9,6,2,10.0,8,5,4.0
40,2,6,2,9.0,7,6,3.0
40,25,6,3,17.0,11,7,2.0
40,8,6,6,6.0,16,8,1.0
40,26,6,5,19.0,18,9,0.0
40,22,6,11,8.0,9,10,0.0
40,18,6,11,7.0,10,11,0.0
40,3,6,3,16.0,5,12,0.0
40,5,6,4,4.0,15,13,0.0
40,14,6,9,14.0,13,14,0.0
40,15,6,7,12.0,14,15,0.0
40,23,6,7,11.0,20,16,0.0
40,11,6,8,22.0,21,17,0.0
40,19,6,8,23.0,17,18,0.0
40,27,6,12,21.0,22,19,0.0
40,16,6,12,20.0,19,20,0.0
40,17,6,9,15.0,6,21,0.0
40,24,6,5,18.0,12,22,0.0
41,1,7,1,2.0,1,1,10.0
41,2,7,2,9.0,3,2,8.0
41,25,7,3,17.0,19,3,6.0
41,5,7,4,4.0,22,4,5.0
41,8,7,6,6.0,4,5,4.0
41,11,7,8,22.0,11,6,3.0
41,4,7,1,1.0,2,7,2.0
41,23,7,7,11.0,18,8,1.0
41,17,7,9,15.0,6,9,0.0
41,3,7,3,16.0,7,10,0.0
41,19,7,8,23.0,17,11,0.0
41,22,7,11,8.0,13,12,0.0
41,15,7,7,12.0,10,13,0.0
41,24,7,5,18.0,12,14,0.0
41,27,7,12,21.0,21,15,0.0
41,14,7,9,14.0,14,16,0.0
41,9,7,2,10.0,8,17,0.0
41,16,7,12,20.0,20,18,0.0
41,26,7,5,19.0,16,19,0.0
41,18,7,11,7.0,15,20,0.0
41,13,7,6,5.0,5,21,0.0
41,21,7,4,3.0,9,22,0.0
42,1,19,1,2.0,1,1,10.0
42,4,19,1,1.0,2,2,8.0
42,13,19,6,5.0,3,3,6.0
42,8,19,6,6.0,4,4,5.0
42,5,19,4,4.0,6,5,4.0
42,15,19,7,12.0,8,6,3.0
42,17,19,9,15.0,9,7,2.0
42,20,19,2,10.0,7,8,1.0
42,21,19,4,3.0,10,9,0.0
42,25,19,3,17.0,17,10,0.0
42,19,19,8,23.0,16,11,0.0
42,18,19,11,7.0,13,12,0.0
42,26,19,5,19.0,20,13,0.0
42,16,19,12,20.0,21,14,0.0
42,27,19,12,21.0,22,15,0.0
42,3,19,3,16.0,14,16,0.0
42,24,19,5,18.0,19,17,0.0
42,2,19,2,9.0,5,18,0.0
42,11,19,8,22.0,18,19,0.0
42,14,19,9,14.0,11,20,0.0
42,22,19,11,8.0,15,21,0.0
42,23,19,7,11.0,12,22,0.0
43,8,8,6,6.0,3,1,10.0
43,13,8,6,5.0,1,2,8.0
43,1,8,1,2.0,2,3,6.0
43,9,8,2,10.0,4,4,5.0
43,2,8,2,9.0,7,5,4.0
43,21,8,4,3.0,5,6,3.0
43,4,8,1,1.0,10,7,2.0
43,18,8,11,7.0,12,8,1.0
43,3,8,3,16.0,9,9,0.0
43,23,8,7,11.0,11,10,0.0
43,22,8,11,8.0,13,11,0.0
43,17,8,9,15.0,14,12,0.0
43,14,8,9,14.0,16,13,0.0
43,25,8,3,17.0,18,14,0.0
43,5,8,4,4.0,6,15,0.0
43,11,8,8,22.0,22,16,0.0
43,16,8,12,20.0,21,17,0.0
43,26,8,5,19.0,15,18,0.0
43,27,8,12,21.0,20,19,0.0
43,19,8,8,23.0,19,20,0.0
43,15,8,7,12.0,8,21,0.0
43,24,8,5,18.0,17,22,0.0
44,8,9,6,6.0,2,1,10.0
44,4,9,1,1.0,3,2,8.0
44,1,9,1,2.0,1,3,6.0
44,9,9,2,10.0,5,4,5.0
44,13,9,6,5.0,4,5,4.0
44,2,9,2,9.0,9,6,3.0
44,5,9,4,4.0,7,7,2.0
44,21,9,4,3.0,8,8,1.0
44,22,9,11,8.0,14,9,0.0
44,18,9,11,7.0,18,10,0.0
44,14,9,9,14.0,12,11,0.0
44,3,9,3,16.0,17,12,0.0
44,25,9,3,17.0,13,13,0.0
44,11,9,8,22.0,21,14,0.0
44,27,9,12,21.0,22,15,0.0
44,24,9,5,18.0,16,16,0.0
44,15,9,7,12.0,10,17,0.0
44,19,9,8,23.0,19,18,0.0
44,26,9,5,19.0,15,19,0.0
44,23,9,7,11.0,6,20,0.0
44,16,9,12,20.0,20,21,0.0
44,17,9,9,15.0,11,22,0.0
45,4,20,1,1.0,2,1,10.0
45,13,20,6,5.0,3,2,8.0
45,17,20,9,15.0,6,3,6.0
45,25,20,3,17.0,12,4,5.0
45,14,20,9,14.0,20,5,4.0
45,2,20,2,9.0,4,6,3.0
45,9,20,2,10.0,5,7,2.0
45,5,20,4,4.0,7,8,1.0
45,1,20,1,2.0,10,9,0.0
45,21,20,4,3.0,13,10,0.0
45,22,20,11,8.0,14,11,0.0
45,19,20,8,23.0,15,12,0.0
45,15,20,7,12.0,8,13,0.0
45,8,20,6,6.0,1,14,0.0
45,11,20,8,22.0,16,15,0.0
45,23,20,7,11.0,9,16,0.0
45,28,20,12,21.0,22,17,0.0
45,18,20,11,7.0,17,18,0.0
45,16,20,12,20.0,21,19,0.0
45,3,20,3,16.0,11,20,0.0
45,26,20,5,19.0,18,21,0.0
45,24,20,5,18.0,19,22,0.0
46,1,11,1,2.0,1,1,10.0
46,8,11,6,6.0,3,2,8.0
46,2,11,2,9.0,2,3,6.0
46,4,11,1,1.0,6,4,5.0
46,9,11,2,10.0,7,5,4.0
46,23,11,7,11.0,5,6,3.0
46,3,11,3,16.0,4,7,2.0
46,5,11,4,4.0,11,8,1.0
46,17,11,9,15.0,9,9,0.0
46,15,11,7,12.0,8,10,0.0
46,14,11,9,14.0,10,11,0.0
46,21,11,4,3.0,13,12,0.0
46,13,11,6,5.0,14,13,0.0
46,25,11,3,17.0,12,14,0.0
46,11,11,8,22.0,19,15,0.0
46,20,11,5,19.0,20,16,0.0
46,16,11,12,20.0,21,17,0.0
46,22,11,11,8.0,18,18,0.0
46,24,11,5,18.0,16,19,0.0
46,19,11,8,23.0,15,20,0.0
46,18,11,11,7.0,17,21,0.0
46,29,11,12,21.0,22,22,0.0
47,13,5,6,5.0,1,1,10.0
47,8,5,6,6.0,3,2,8.0
47,4,5,1,1.0,4,3,6.0
47,2,5,2,9.0,6,4,5.0
47,1,5,1,2.0,2,5,4.0
47,5,5,4,4.0,7,6,3.0
47,3,5,3,16.0,8,7,2.0
47,9,5,2,10.0,5,8,1.0
47,21,5,4,3.0,10,9,0.0
47,14,5,9,14.0,13,10,0.0
47,25,5,3,17.0,14,11,0.0
47,23,5,7,11.0,16,12,0.0
47,18,5,11,7.0,21,13,0.0
47,19,5,8,23.0,11,14,0.0
47,24,5,5,18.0,15,15,0.0
47,15,5,7,12.0,9,16,0.0
47,22,5,11,8.0,22,17,0.0
47,11,5,8,22.0,17,18,0.0
47,20,5,5,19.0,18,19,0.0
47,29,5,12,21.0,20,20,0.0
47,16,5,12,20.0,19,21,0.0
47,17,5,9,15.0,12,22,0.0
48,4,14,1,1.0,1,1,10.0
48,1,14,1,2.0,2,2,8.0
48,8,14,6,6.0,5,3,6.0
48,2,14,2,9.0,4,4,5.0
48,9,14,2,10.0,6,5,4.0
48,3,14,3,16.0,8,6,3.0
48,5,14,4,4.0,7,7,2.0
48,18,14,11,7.0,10,8,1.0
48,17,14,9,15.0,11,9,0.0
48,22,14,11,8.0,12,10,0.0
48,15,14,7,12.0,9,11,0.0
48,21,14,4,3.0,15,12,0.0
48,25,14,3,17.0,13,13,0.0
48,19,14,8,23.0,14,14,0.0
48,23,14,7,11.0,18,15,0.0
48,11,14,8,22.0,17,16,0.0
48,24,14,5,18.0,19,17,0.0
48,20,14,5,19.0,16,18,0.0
48,16,14,12,20.0,21,19,0.0
48,29,14,12,21.0,22,20,0.0
48,13,14,6,5.0,3,21,0.0
48,14,14,9,14.0,20,22,0.0
49,8,13,6,6.0,1,1,10.0
49,13,13,6,5.0,2,2,8.0
49,4,13,1,1.0,3,3,6.0
49,1,13,1,2.0,4,4,5.0
49,2,13,2,9.0,6,5,4.0
49,3,13,3,16.0,5,6,3.0
49,17,13,9,15.0,7,7,2.0
49,5,13,4,4.0,9,8,1.0
49,9,13,2,10.0,14,9,0.0
49,23,13,7,11.0,10,10,0.0
49,15,13,7,12.0,8,11,0.0
49,24,13,5,18.0,13,12,0.0
49,22,13,11,8.0,17,13,0.0
49,16,13,12,20.0,19,14,0.0
49,11,13,8,22.0,18,15,0.0
49,19,13,8,23.0,20,16,0.0
49,29,13,12,21.0,21,17,0.0
49,18,13,11,7.0,12,18,0.0
49,25,13,3,17.0,15,19,0.0
49,14,13,9,14.0,11,20,0.0
49,20,13,5,19.0,16,21,0.0
49,21,13,4,3.0,22,22,0.0
50,1,16,1,2.0,1,1,10.0
50,5,16,4,4.0,11,2,8.0
50,8,16,6,6.0,3,3,6.0
50,14,16,9,14.0,12,4,5.0
50,21,16,4,3.0,10,5,4.0
50,13,16,6,5.0,4,6,3.0
50,9,16,2,10.0,9,7,2.0
50,16,16,12,20.0,20,8,1.0
50,24,16,5,18.0,14,9,0.0
50,22,16,11,8.0,17,10,0.0
50,18,16,11,7.0,6,11,0.0
50,29,16,12,21.0,22,12,0.0
50,15,16,7,12.0,13,13,0.0
50,2,16,2,9.0,5,14,0.0
50,11,16,8,22.0,21,15,0.0
50,23,16,7,11.0,15,16,0.0
50,19,16,8,23.0,19,17,0.0
50,3,16,3,16.0,16,18,0.0
50,20,16,5,19.0,8,19,0.0
50,17,16,9,15.0,7,20,0.0
50,4,16,1,1.0,2,21,0.0
