corrida_id_corrida,circuito_id_circuito,ano_corrida,rodada_corrida,nome_corrida,data_corrida,circuito_ref_circuito,nome_circuito,localizacao_circuito,pais_circuito,latitude_circuito,longitude_circuito,altitude_circuito
775,64,1958,11,Moroccan Grand Prix,10/19/1958,ain-diab,Ain Diab,Casablanca,Morocco,335786.0,-76875.0,19.0
776,25,1957,1,Argentine Grand Prix,01/13/1957,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
777,6,1957,2,Monaco Grand Prix,05/19/1957,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
778,19,1957,3,Indianapolis 500,05/30/1957,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
779,53,1957,4,French Grand Prix,07/07/1957,essarts,Rouen-Les-Essarts,Rouen,France,493306.0,100458.0,81.0
780,58,1957,5,British Grand Prix,07/20/1957,aintree,Aintree,Liverpool,UK,534769.0,-294056.0,20.0
781,20,1957,6,German Grand Prix,08/04/1957,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
782,65,1957,7,Pescara Grand Prix,08/18/1957,pescara,Pescara Circuit,Pescara,Italy,42475.0,141508.0,129.0
783,14,1957,8,Italian Grand Prix,09/08/1957,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
784,25,1956,1,Argentine Grand Prix,01/22/1956,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
785,6,1956,2,Monaco Grand Prix,05/13/1956,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
786,19,1956,3,Indianapolis 500,05/30/1956,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
787,13,1956,4,Belgian Grand Prix,06/03/1956,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
788,55,1956,5,French Grand Prix,07/01/1956,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
789,9,1956,6,British Grand Prix,07/14/1956,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
790,20,1956,7,German Grand Prix,08/05/1956,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
791,14,1956,8,Italian Grand Prix,09/02/1956,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
792,25,1955,1,Argentine Grand Prix,01/16/1955,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
793,6,1955,2,Monaco Grand Prix,05/22/1955,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
794,19,1955,3,Indianapolis 500,05/30/1955,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
795,13,1955,4,Belgian Grand Prix,06/05/1955,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
796,39,1955,5,Dutch Grand Prix,06/19/1955,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
797,58,1955,6,British Grand Prix,07/16/1955,aintree,Aintree,Liverpool,UK,534769.0,-294056.0,20.0
798,14,1955,7,Italian Grand Prix,09/11/1955,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
799,25,1954,1,Argentine Grand Prix,01/17/1954,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
800,19,1954,2,Indianapolis 500,05/31/1954,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
801,13,1954,3,Belgian Grand Prix,06/20/1954,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
802,55,1954,4,French Grand Prix,07/04/1954,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
803,9,1954,5,British Grand Prix,07/17/1954,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
804,20,1954,6,German Grand Prix,08/01/1954,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
805,66,1954,7,Swiss Grand Prix,08/22/1954,bremgarten,Circuit Bremgarten,Bern,Switzerland,469589.0,740194.0,551.0
806,14,1954,8,Italian Grand Prix,09/05/1954,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
807,67,1954,9,Spanish Grand Prix,10/24/1954,pedralbes,Circuit de Pedralbes,Barcelona,Spain,413903.0,211667.0,85.0
808,25,1953,1,Argentine Grand Prix,01/18/1953,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
809,19,1953,2,Indianapolis 500,05/30/1953,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
810,39,1953,3,Dutch Grand Prix,06/07/1953,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
811,13,1953,4,Belgian Grand Prix,06/21/1953,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
812,55,1953,5,French Grand Prix,07/05/1953,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
813,9,1953,6,British Grand Prix,07/18/1953,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
814,20,1953,7,German Grand Prix,08/02/1953,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
815,66,1953,8,Swiss Grand Prix,08/23/1953,bremgarten,Circuit Bremgarten,Bern,Switzerland,469589.0,740194.0,551.0
816,14,1953,9,Italian Grand Prix,09/13/1953,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
817,66,1952,1,Swiss Grand Prix,05/18/1952,bremgarten,Circuit Bremgarten,Bern,Switzerland,469589.0,740194.0,551.0
818,19,1952,2,Indianapolis 500,05/30/1952,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
819,13,1952,3,Belgian Grand Prix,06/22/1952,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
820,53,1952,4,French Grand Prix,07/06/1952,essarts,Rouen-Les-Essarts,Rouen,France,493306.0,100458.0,81.0
821,9,1952,5,British Grand Prix,07/19/1952,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
822,20,1952,6,German Grand Prix,08/03/1952,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
823,39,1952,7,Dutch Grand Prix,08/17/1952,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
824,14,1952,8,Italian Grand Prix,09/07/1952,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
825,66,1951,1,Swiss Grand Prix,05/27/1951,bremgarten,Circuit Bremgarten,Bern,Switzerland,469589.0,740194.0,551.0
826,19,1951,2,Indianapolis 500,05/30/1951,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
827,13,1951,3,Belgian Grand Prix,06/17/1951,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
828,55,1951,4,French Grand Prix,07/01/1951,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
829,9,1951,5,British Grand Prix,07/14/1951,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
830,20,1951,6,German Grand Prix,07/29/1951,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
831,14,1951,7,Italian Grand Prix,09/16/1951,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
832,67,1951,8,Spanish Grand Prix,10/28/1951,pedralbes,Circuit de Pedralbes,Barcelona,Spain,413903.0,211667.0,85.0
833,9,1950,1,British Grand Prix,05/13/1950,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
834,6,1950,2,Monaco Grand Prix,05/21/1950,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
835,19,1950,3,Indianapolis 500,05/30/1950,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
836,66,1950,4,Swiss Grand Prix,06/04/1950,bremgarten,Circuit Bremgarten,Bern,Switzerland,469589.0,740194.0,551.0
837,13,1950,5,Belgian Grand Prix,06/18/1950,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
838,55,1950,6,French Grand Prix,07/02/1950,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
839,14,1950,7,Italian Grand Prix,09/03/1950,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
841,1,2011,1,Australian Grand Prix,03/27/2011,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
842,2,2011,2,Malaysian Grand Prix,04/10/2011,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
843,17,2011,3,Chinese Grand Prix,04/17/2011,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
844,5,2011,4,Turkish Grand Prix,05/08/2011,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
845,4,2011,5,Spanish Grand Prix,05/22/2011,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
846,6,2011,6,Monaco Grand Prix,05/29/2011,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
847,7,2011,7,Canadian Grand Prix,06/12/2011,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
848,12,2011,8,European Grand Prix,06/26/2011,valencia,Valencia Street Circuit,Valencia,Spain,394589.0,-0.331667,4.0
849,9,2011,9,British Grand Prix,07/10/2011,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
850,20,2011,10,German Grand Prix,07/24/2011,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
851,11,2011,11,Hungarian Grand Prix,07/31/2011,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
852,13,2011,12,Belgian Grand Prix,08/28/2011,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
853,14,2011,13,Italian Grand Prix,09/11/2011,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
854,15,2011,14,Singapore Grand Prix,09/25/2011,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
855,22,2011,15,Japanese Grand Prix,10/09/2011,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
856,35,2011,16,Korean Grand Prix,10/16/2011,yeongam,Korean International Circuit,Yeongam County,Korea,347333.0,126417.0,0.0
857,68,2011,17,Indian Grand Prix,10/30/2011,buddh,Buddh International Circuit,Uttar Pradesh,India,283487.0,775331.0,194.0
858,24,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
859,18,2011,19,Brazilian Grand Prix,11/27/2011,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
860,1,2012,1,Australian Grand Prix,03/18/2012,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
861,2,2012,2,Malaysian Grand Prix,03/25/2012,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
862,17,2012,3,Chinese Grand Prix,04/15/2012,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
863,3,2012,4,Bahrain Grand Prix,04/22/2012,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
864,4,2012,5,Spanish Grand Prix,05/13/2012,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
865,6,2012,6,Monaco Grand Prix,05/27/2012,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
866,7,2012,7,Canadian Grand Prix,06/10/2012,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
867,12,2012,8,European Grand Prix,06/24/2012,valencia,Valencia Street Circuit,Valencia,Spain,394589.0,-0.331667,4.0
868,9,2012,9,British Grand Prix,07/08/2012,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
869,10,2012,10,German Grand Prix,07/22/2012,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
870,11,2012,11,Hungarian Grand Prix,07/29/2012,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
871,13,2012,12,Belgian Grand Prix,09/02/2012,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
872,14,2012,13,Italian Grand Prix,09/09/2012,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
873,15,2012,14,Singapore Grand Prix,09/23/2012,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
874,22,2012,15,Japanese Grand Prix,10/07/2012,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
875,35,2012,16,Korean Grand Prix,10/14/2012,yeongam,Korean International Circuit,Yeongam County,Korea,347333.0,126417.0,0.0
876,68,2012,17,Indian Grand Prix,10/28/2012,buddh,Buddh International Circuit,Uttar Pradesh,India,283487.0,775331.0,194.0
877,24,2012,18,Abu Dhabi Grand Prix,11/04/2012,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
878,69,2012,19,United States Grand Prix,11/18/2012,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
879,18,2012,20,Brazilian Grand Prix,11/25/2012,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
880,1,2013,1,Australian Grand Prix,03/17/2013,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
881,2,2013,2,Malaysian Grand Prix,03/24/2013,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
882,17,2013,3,Chinese Grand Prix,04/14/2013,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
883,3,2013,4,Bahrain Grand Prix,04/21/2013,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
884,4,2013,5,Spanish Grand Prix,05/12/2013,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
885,6,2013,6,Monaco Grand Prix,05/26/2013,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
886,7,2013,7,Canadian Grand Prix,06/09/2013,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
887,9,2013,8,British Grand Prix,06/30/2013,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
888,20,2013,9,German Grand Prix,07/07/2013,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
890,11,2013,10,Hungarian Grand Prix,07/28/2013,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
891,13,2013,11,Belgian Grand Prix,08/25/2013,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
892,14,2013,12,Italian Grand Prix,09/08/2013,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
893,15,2013,13,Singapore Grand Prix,09/22/2013,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
894,35,2013,14,Korean Grand Prix,10/06/2013,yeongam,Korean International Circuit,Yeongam County,Korea,347333.0,126417.0,0.0
895,22,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
896,68,2013,16,Indian Grand Prix,10/27/2013,buddh,Buddh International Circuit,Uttar Pradesh,India,283487.0,775331.0,194.0
897,24,2013,17,Abu Dhabi Grand Prix,11/03/2013,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
898,69,2013,18,United States Grand Prix,11/17/2013,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
899,18,2013,19,Brazilian Grand Prix,11/24/2013,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
900,1,2014,1,Australian Grand Prix,03/16/2014,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
901,2,2014,2,Malaysian Grand Prix,03/30/2014,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
902,3,2014,3,Bahrain Grand Prix,04/06/2014,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
903,17,2014,4,Chinese Grand Prix,04/20/2014,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
904,4,2014,5,Spanish Grand Prix,05/11/2014,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
905,6,2014,6,Monaco Grand Prix,05/25/2014,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
906,7,2014,7,Canadian Grand Prix,06/08/2014,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
907,70,2014,8,Austrian Grand Prix,06/22/2014,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
908,9,2014,9,British Grand Prix,07/06/2014,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
909,10,2014,10,German Grand Prix,07/20/2014,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
910,11,2014,11,Hungarian Grand Prix,07/27/2014,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
911,13,2014,12,Belgian Grand Prix,08/24/2014,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
912,14,2014,13,Italian Grand Prix,09/07/2014,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
913,15,2014,14,Singapore Grand Prix,09/21/2014,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
914,22,2014,15,Japanese Grand Prix,10/05/2014,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
915,71,2014,16,Russian Grand Prix,10/12/2014,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
916,69,2014,17,United States Grand Prix,11/02/2014,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
917,18,2014,18,Brazilian Grand Prix,11/09/2014,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
918,24,2014,19,Abu Dhabi Grand Prix,11/23/2014,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
931,6,2015,6,Monaco Grand Prix,05/24/2015,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
932,7,2015,7,Canadian Grand Prix,06/07/2015,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
929,3,2015,4,Bahrain Grand Prix,04/19/2015,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
930,4,2015,5,Spanish Grand Prix,05/10/2015,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
928,17,2015,3,Chinese Grand Prix,04/12/2015,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
926,1,2015,1,Australian Grand Prix,03/15/2015,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
927,2,2015,2,Malaysian Grand Prix,03/29/2015,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
933,70,2015,8,Austrian Grand Prix,06/21/2015,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
934,9,2015,9,British Grand Prix,07/05/2015,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
936,11,2015,10,Hungarian Grand Prix,07/26/2015,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
937,13,2015,11,Belgian Grand Prix,08/23/2015,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
938,14,2015,12,Italian Grand Prix,09/06/2015,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
939,15,2015,13,Singapore Grand Prix,09/20/2015,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
940,22,2015,14,Japanese Grand Prix,09/27/2015,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
941,71,2015,15,Russian Grand Prix,10/11/2015,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
942,69,2015,16,United States Grand Prix,10/25/2015,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
943,32,2015,17,Mexican Grand Prix,11/01/2015,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
944,18,2015,18,Brazilian Grand Prix,11/15/2015,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
945,24,2015,19,Abu Dhabi Grand Prix,11/29/2015,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
948,1,2016,1,Australian Grand Prix,03/20/2016,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
949,3,2016,2,Bahrain Grand Prix,04/03/2016,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
950,17,2016,3,Chinese Grand Prix,04/17/2016,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
951,71,2016,4,Russian Grand Prix,05/01/2016,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
952,4,2016,5,Spanish Grand Prix,05/15/2016,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
953,6,2016,6,Monaco Grand Prix,05/29/2016,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
954,7,2016,7,Canadian Grand Prix,06/12/2016,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
955,73,2016,8,European Grand Prix,06/19/2016,baku,Baku City Circuit,Baku,Azerbaijan,403725.0,498533.0,-7.0
956,70,2016,9,Austrian Grand Prix,07/03/2016,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
957,9,2016,10,British Grand Prix,07/10/2016,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
958,11,2016,11,Hungarian Grand Prix,07/24/2016,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
959,10,2016,12,German Grand Prix,07/31/2016,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
960,13,2016,13,Belgian Grand Prix,08/28/2016,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
961,14,2016,14,Italian Grand Prix,09/04/2016,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
962,15,2016,15,Singapore Grand Prix,09/18/2016,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
963,2,2016,16,Malaysian Grand Prix,10/02/2016,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
964,22,2016,17,Japanese Grand Prix,10/09/2016,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
965,69,2016,18,United States Grand Prix,10/23/2016,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
966,32,2016,19,Mexican Grand Prix,10/30/2016,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
967,18,2016,20,Brazilian Grand Prix,11/13/2016,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
968,24,2016,21,Abu Dhabi Grand Prix,11/27/2016,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
969,1,2017,1,Australian Grand Prix,03/26/2017,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
970,17,2017,2,Chinese Grand Prix,04/09/2017,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
971,3,2017,3,Bahrain Grand Prix,04/16/2017,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
972,71,2017,4,Russian Grand Prix,04/30/2017,sochi,Sochi Autodrom,Sochi,Russia,434057.0,399578.0,2.0
973,4,2017,5,Spanish Grand Prix,05/14/2017,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
974,6,2017,6,Monaco Grand Prix,05/28/2017,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
975,7,2017,7,Canadian Grand Prix,06/11/2017,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
976,73,2017,8,Azerbaijan Grand Prix,06/25/2017,baku,Baku City Circuit,Baku,Azerbaijan,403725.0,498533.0,-7.0
977,70,2017,9,Austrian Grand Prix,07/09/2017,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
978,9,2017,10,British Grand Prix,07/16/2017,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
979,11,2017,11,Hungarian Grand Prix,07/30/2017,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
980,13,2017,12,Belgian Grand Prix,08/27/2017,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
981,14,2017,13,Italian Grand Prix,09/03/2017,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
982,15,2017,14,Singapore Grand Prix,09/17/2017,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
983,2,2017,15,Malaysian Grand Prix,10/01/2017,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
984,22,2017,16,Japanese Grand Prix,10/08/2017,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
985,69,2017,17,United States Grand Prix,10/22/2017,americas,Circuit of the Americas,Austin,USA,301328.0,-976411.0,161.0
986,32,2017,18,Mexican Grand Prix,10/29/2017,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
987,18,2017,19,Brazilian Grand Prix,11/12/2017,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
988,24,2017,20,Abu Dhabi Grand Prix,11/26/2017,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
989,1,2018,1,Australian Grand Prix,03/25/2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
990,3,2018,2,Bahrain Grand Prix,04/08/2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
991,17,2018,3,Chinese Grand Prix,04/15/2018,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
